,genre,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,mfcc_var_20,mfcc_var_21,mfcc_var_22,mfcc_var_23,mfcc_var_24,mfcc_var_25,mfcc_var_26,mfcc_var_27,mfcc_var_28,mfcc_var_29,mfcc_var_30,mfcc_var_31,mfcc_var_32,mfcc_var_33,mfcc_var_34,mfcc_var_35,mfcc_var_36,mfcc_var_37,mfcc_var_38,mfcc_var_39,mfcc_var_40
10,blues,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769505,-1.178381,-1.9682404,1.8011796,-3.0069504,-1.8669492,-0.7912435,-3.0062356,-0.43072954,-1.9965144,-0.75010407,-5.0069656,-1.8180923,0.81014585,2.5052483,-1.6428747,-3.3367789,-0.14087565,4.4892826,8.856526,9.321394,1.2949806,-1.8138595,-6.4791427,-3.8715281,1.7992789,-3.1962483,-5.8534436,-6.7214494,-1.433683,3.2794235,1.2398112,8143.0625,1082.654,1028.9457,495.41827,289.7898,160.0762,150.51718,82.444984,108.58822,65.64737,55.532143,57.92027,93.64784,40.125145,49.73641,62.993618,57.057262,55.609653,47.180058,46.47605,83.014885,141.87305,189.75146,145.75688,53.87029,114.637856,222.1176,245.63716,181.12619,130.0106,95.45273,112.32055,67.74925,61.352154,60.826656,50.797638,40.653755,38.173958,50.12229,54.602005
11,blues,-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.7843315,6.57608,-4.8758154,-3.1767616,-5.538258,-6.779148,-2.6465132,-2.9903204,-3.3829944,-1.8589838,1.839186,-4.891355,-5.5366764,-3.611239,-2.0613205,-6.509808,-6.871236,-2.781895,1.6405017,-1.8866963,-4.676811,-3.332531,-2.253273,-1.9183098,-1.8669318,-1.3511275,-2.9252892,-2.6896744,-1.29857,-1.4034742,-1.2837464,0.8156746,5931.3467,994.99554,302.0755,344.49414,441.21622,235.38486,149.53206,189.32147,148.6703,114.22455,93.7772,84.19608,65.792854,60.838856,55.497334,54.537933,39.835857,46.825733,37.058926,28.130304,28.980568,32.679783,31.316925,29.880127,37.788406,30.805525,45.573303,33.93893,29.205008,35.574142,28.690582,37.37508,44.33523,51.35558,64.13222,53.204212,46.46265,31.972357,25.836826,34.152176
12,blues,-207.2383,132.82741,-15.45408,60.980972,0.719026,12.4613285,1.163385,-1.5329198,-17.89585,8.360363,-2.4596508,-0.5846392,0.37226436,2.5984128,-5.186428,-9.53031,-9.237473,-2.8471038,-1.4193834,-5.9333534,7.767243,4.0876474,4.05793,3.6490533,6.00377,0.42371088,2.0495706,1.4338621,6.502817,9.650158,6.680248,0.18571644,-2.3584754,-1.0697441,-0.2615271,4.1261997,0.78879094,0.53564125,0.9411985,3.3003025,4575.776,666.02277,935.23145,330.53262,313.94824,101.10465,107.93309,111.63531,96.37597,94.81139,139.6595,92.744286,86.13248,53.73543,45.905807,69.25321,63.564034,68.8471,112.57434,91.46056,146.60527,112.33591,117.77463,99.59051,170.41476,126.44934,57.76668,114.183754,118.16469,134.30165,64.09862,72.69909,62.352833,63.689342,43.115833,39.74701,44.019455,60.41109,70.932434,59.33969
13,blues,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.726218,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491855,8.643512,-0.30701315,-0.63291776,-2.9335592,-1.7062988,-1.7673151,-7.755139,3.4195642,3.5794141,2.81317,-0.63404304,3.5638633,-5.524269,0.75086683,5.1599703,8.5307455,5.9562635,7.44354,1.6496032,-0.5438527,2.1704037,3.7535546,2.5672157,0.38704827,-0.09665731,-1.5357484,1.3135753,1968.6526,541.9335,662.1497,148.4147,101.90166,146.17114,69.43245,76.019615,96.41771,95.860405,90.6517,59.19819,52.314415,71.75554,68.60345,88.57952,97.390205,104.24756,88.82407,113.835785,108.297165,79.49677,81.98709,108.562355,121.97312,79.09571,63.30555,63.413265,101.71313,119.298965,69.82867,67.423904,62.76377,52.716724,49.373333,36.04785,35.533348,43.056858,52.20184,62.20866
14,blues,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631156,-7.021588,13.646477,8.91421,1.3037987,5.9549785,8.547473,1.1196221,0.5982413,0.060842656,-3.7137508,-0.9935343,-1.8043832,4.9606986,4.335031,3.4170098,1.2741938,2.875421,2.228457,3.4693348,6.0261836,7.7702293,9.802872,8.95339,3.793344,-1.936009,-0.68857175,1.9562247,2.8515959,-0.052378595,-0.79402393,-2.332264,1.6225643,8192.633,682.14856,1462.7548,224.56734,248.84837,154.57202,157.61455,166.89558,97.58989,76.79963,90.02956,62.693882,64.317696,76.00693,137.01826,67.728806,96.59573,65.659485,89.37376,113.50517,176.89479,162.33553,162.06093,189.15593,196.24657,115.19006,83.954094,118.47455,162.688,204.04437,136.44937,89.31978,92.04464,90.70061,62.6588,56.40001,45.395622,81.079475,94.84924,101.70563
15,blues,-238.51962,120.10219,-4.221948,42.29459,5.923822,13.911398,5.350524,1.8952671,-16.928087,12.343145,3.9388995,-1.3966829,0.013027796,3.585257,-4.500639,-5.539846,-6.8845086,-4.824554,1.7439977,-1.8783106,6.8886385,5.3057194,5.537906,0.54402775,1.8469824,-0.082140796,4.235516,4.3461466,5.9726267,6.7789073,4.517948,1.3841991,-0.052774783,-0.61485684,-2.3416564,1.899588,-0.572995,-1.721128,-1.4194746,2.1596074,4379.6255,728.1788,978.79614,383.1859,298.72183,117.38614,119.63875,143.87921,89.818855,76.23276,81.61115,60.90996,60.566597,89.513954,101.89453,77.415665,93.56862,65.70046,78.28548,131.15253,160.3551,126.053024,162.3903,181.86858,134.57217,85.88792,84.52652,102.10776,125.258675,153.86078,69.46484,77.56922,77.10043,73.965256,66.732155,59.438732,57.598114,64.00838,67.41807,81.69348
16,blues,-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.2302392,8.437056,-0.20024766,-3.8908293,-4.4561353,0.011000631,1.294804,-2.0984616,6.7892632,0.58530533,1.6381477,-0.7314889,3.0726051,-1.9939363,3.6389744,3.613337,3.6253006,0.6710381,5.3867164,8.283115,8.566068,5.548951,0.64700854,-2.012493,-0.7884426,3.9996028,0.49969488,-0.89294577,4958.6343,561.7591,1207.2642,396.82443,284.47858,156.3235,100.44713,111.51865,101.528305,102.22183,108.56196,66.5328,65.062614,64.941956,59.23103,78.076744,82.96056,86.014114,83.56266,100.81558,139.10342,121.76363,98.44374,71.97486,74.19356,95.67729,107.2559,108.81627,84.91546,89.554535,95.40236,121.48394,89.118164,66.77964,58.68652,63.329117,59.287334,54.381115,58.22951,64.11863
17,blues,-245.68721,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.5228627,-16.378489,6.6293535,7.2584243,-4.0212345,1.601125,5.8965745,-3.0172145,-4.775693,-3.0362883,-1.9979149,-0.049571592,-3.9618294,-0.3903605,1.9787873,0.4675454,-1.8194242,2.7958221,0.6350085,1.4149065,4.8250365,3.6250064,2.6749988,4.7974286,6.652522,7.7428875,6.783785,0.33915854,-1.7995279,0.13129215,2.411912,2.5563345,0.10668195,5196.257,800.162,795.8256,360.88696,235.44035,99.82424,118.55097,93.30116,129.11522,105.23015,96.81719,71.328354,72.963554,78.655426,56.011353,58.363327,65.715126,64.9101,62.9335,64.81745,74.43661,75.051926,77.487724,77.887924,98.91654,88.79033,113.261284,152.18907,109.893456,84.83473,122.06569,139.75517,116.17177,67.266624,73.27781,90.096344,103.56372,67.24644,78.91922,54.613224
18,blues,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619532,1.9602653,-0.89822763,7.7623606,2.3758621,1.7791142,1.3305405,3.6150515,4.9065995,-2.6610513,4.108048,2.2107766,2.5487442,-1.617995,2.8880687,-3.0624762,0.241443,0.5599196,4.8141713,3.6628957,3.5393846,0.73919946,1.608297,3.346762,2.3809478,3.213437,0.05895699,-1.4272225,-0.5640772,2.463974,2874.1829,604.05975,661.94025,162.72171,92.87257,117.26865,73.47131,100.52637,125.60383,123.66207,52.164986,64.75909,48.760345,71.51196,102.00459,93.04837,132.01836,182.26515,151.66873,96.47257,122.70389,111.968094,141.25684,130.90378,117.996124,69.89315,80.0396,90.29536,128.81917,159.27673,104.070885,89.84298,102.25855,85.6279,66.770546,65.491615,51.496784,53.182293,88.40124,72.26826
19,blues,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.4874056,-3.788342,-14.984866,10.428946,-0.34138432,0.78335875,1.7809838,4.22956,-0.47476926,-6.104543,-5.394643,-1.344999,-3.725463,-4.37371,4.5424595,0.07431979,5.442293,3.7088485,1.9625504,0.3386511,4.96369,2.3795104,0.43545878,1.8166516,5.914307,10.841658,8.701644,5.5548515,2.368144,-0.42195618,-2.1511402,1.4968753,-0.9567268,-1.8855915,5576.6396,536.2844,1166.9213,311.2415,466.2876,91.67842,98.060455,159.00235,77.34831,104.50035,134.52066,80.4702,77.91053,73.61765,63.29976,80.723236,95.50786,92.612816,72.52176,66.93199,95.38479,87.832756,113.20333,93.04998,98.761826,124.00835,80.1316,48.452393,72.8346,93.76765,87.163536,110.4281,84.8756,81.16432,76.55692,65.28832,52.946617,52.85331,38.955246,49.262215
20,blues,-230.36378,127.07773,7.114696,39.767056,1.9217217,17.410606,-5.626918,8.2406645,-18.11604,13.844725,-3.7571108,2.579849,-4.3167143,6.797995,-6.1670146,-6.2006335,-4.5018964,-1.8255954,-0.51590997,1.5071843,8.99447,4.414147,6.2053766,-1.6326698,-0.3931444,-3.0037675,1.587629,0.16816206,4.99297,0.5634801,1.4701093,3.0915086,6.6852374,6.4862194,4.5193596,-0.7840293,-2.265273,-0.41921136,-2.6120565,-0.8502432,2989.1602,397.76834,600.3924,176.00688,116.42421,100.17704,79.68089,69.49092,60.151737,72.71004,71.56751,74.58947,62.589,62.125065,60.688465,49.88816,52.91843,73.46965,94.82006,73.84815,90.209724,88.466995,74.70118,55.802895,73.71747,58.917778,62.766735,54.769142,51.377575,39.41787,40.798927,47.6137,44.5349,52.149532,57.639225,49.604675,53.340553,41.673523,31.454475,42.887226
21,blues,-264.67126,138.85434,11.167329,48.523926,14.904313,20.586437,3.2061763,1.2635795,-15.839374,15.975112,3.358218,-1.506641,1.8969212,6.3134995,-0.995984,-2.4147837,-3.6791573,0.49927172,5.0440598,-0.78631675,5.0121827,-0.1440696,-1.5629917,-1.0378022,3.0504642,-1.9822406,2.42946,2.3189197,0.098457836,0.20578279,1.6858256,1.7363489,1.008126,0.62305075,1.917183,2.685903,-0.46082956,3.3247647,3.393175,1.1272765,6340.7188,1001.429,1283.5443,371.25842,248.1461,130.0128,119.96546,104.41091,95.3959,85.30513,79.1454,71.932945,70.0342,68.5041,82.13329,89.515236,93.944786,119.202965,117.73886,148.49115,183.36667,143.94151,84.41033,118.42343,109.57869,125.49799,101.65294,98.28486,99.22998,105.1934,115.92728,132.08168,125.27893,104.614525,83.42988,61.091007,50.79679,70.757225,102.67558,121.16176
22,blues,-233.96312,136.14453,3.3066368,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,5.3132124,0.807943,-1.10039,-4.5396314,-2.4259493,3.324436,-0.6058455,7.0706553,3.053925,0.5766664,0.60067904,2.7848122,-1.442673,2.0486643,5.6069627,2.9332485,2.103997,2.5272934,-0.4560103,-2.2324367,0.115363866,-0.4647838,-0.15148905,-0.30590248,5.0410714,5.3123503,1.6475725,6504.2466,959.72797,1162.9741,383.96628,304.61374,165.40909,105.51817,128.1393,151.98457,82.7323,114.362495,77.221436,66.0046,83.296745,101.00323,80.28279,78.61717,100.40608,119.31935,143.40132,178.82378,164.5308,194.53175,139.24675,101.62987,127.071175,96.4315,65.39963,75.91337,60.679813,117.29753,106.438156,121.27813,99.32956,55.71064,76.359474,62.225456,76.04187,98.631454,129.93452
23,blues,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891491,-1.8709356,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208,3.5636466,4.152738,0.094712034,-2.9802275,-1.3866447,7.5348935,-3.0437849,-5.870412,-3.2586572,0.83579266,3.7291644,3.7117357,1.7648318,-0.19198148,-4.302011,0.28750786,1.4619999,3.9184892,7.197074,4.6453433,-0.21001522,-7.197778,-7.1101923,-2.1515152,0.72924656,-2.297558,-3.8659828,4144.4,507.16556,1245.1947,210.98936,152.54596,93.58656,102.561775,87.26914,97.516396,97.63351,104.15347,87.92734,115.719406,68.92533,77.30342,45.212193,66.8502,82.508995,93.42404,74.07117,104.057495,110.562256,100.2316,93.07237,129.44994,134.0196,81.41672,78.62552,63.5476,64.87036,127.66548,152.02946,118.81289,82.81093,73.84747,65.7562,48.333893,49.19464,51.506077,56.138958
24,blues,-274.37683,130.40738,-6.3574686,70.38822,13.269663,9.47218,7.7330894,-1.2365493,-0.5709878,-2.2971628,3.7794154,0.08548226,-0.93685716,2.2968419,4.2896338,-1.6617897,-10.439051,-6.7934256,-1.0635625,-1.5890815,-1.1818291,-1.273819,2.4839592,3.0541933,1.3547114,1.8956171,-0.60382897,-1.5892918,5.5002995,8.9374075,7.526288,5.8485994,2.160617,-3.352841,-7.3253417,-4.633224,-1.1211294,-0.945262,-4.859592,-5.7443247,5920.2183,500.41647,1342.9836,311.49762,230.38287,155.52798,121.50666,150.25732,94.17128,68.86657,76.74091,73.51651,126.637794,63.148655,69.60199,47.883125,49.10369,39.414467,44.236256,83.50596,85.842026,113.78138,132.23297,128.88437,131.73106,161.69275,104.785034,75.414635,122.31989,216.12566,261.13632,175.17322,88.10541,88.79865,68.866516,63.066185,68.17555,52.768295,73.889626,86.340614
25,blues,-249.31532,131.0003,0.6778697,66.70416,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725387,-3.5726154,-2.9297993,4.5961614,7.480731,-0.1930645,-2.8259156,-2.6829553,0.74113846,-0.52923673,-3.014625,0.9686775,1.4384369,1.6078532,2.9502316,1.343986,-0.25526962,0.12504007,4.1796665,6.5274825,2.5550408,-1.4900765,-1.583675,-4.080866,-5.6692004,-2.2922876,-0.6879482,-1.5162855,-4.7850847,-1.8166947,3977.6575,338.24554,1578.9686,298.38474,183.51114,173.19875,96.41475,98.263176,75.738655,91.75964,101.251884,85.11508,86.26875,62.419785,91.63826,100.62006,87.33297,77.28338,76.024796,67.64772,109.99438,120.13161,106.24606,116.625626,123.10794,89.568436,49.52617,52.917393,88.7776,120.44509,91.650925,73.75462,67.35529,55.55689,57.982464,49.79925,38.20294,44.139072,70.94273,82.23145
26,blues,-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.0033669882,2.2484956,4.1991253,-3.283064,1.6176828,2.6794717,3.3437948,3.2793777,-4.5331836,0.48806846,5.9214964,3.2215705,1.8752784,1.3635288,2.4384894,0.6670244,-1.7899382,-1.418433,-1.3413029,-1.875486,-2.5204391,-2.2657835,-1.2103516,0.4655845,0.16849948,-3.2945669,-4.229752,-2.2400403,1.0810901,0.1724989,-4.905939,-2.5026374,6202.548,675.54285,1444.9445,296.57825,210.83527,181.8869,122.01364,103.12947,93.4578,106.08586,84.317444,97.75062,68.57549,74.232735,91.85233,115.84882,137.81165,105.864876,140.58414,169.69243,183.47256,151.37117,135.97499,148.50711,163.75462,105.51705,73.53421,76.401985,111.16471,224.5159,259.10623,171.40698,83.64782,79.2827,86.21625,56.322433,86.88006,104.17179,77.63351,123.249
